Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
HALLO,X11,PoW/PoS,264678458.288619,1500000000.0,-0.3821855608513574,1.2227236529617285,-0.4787817854627934,0,Halloween Coin
XZC,Lyra2Z,PoW,7568281.24956067,21400000.0,-0.14794192292175518,-2.2089742328159696,0.3595196047652769,3,ZCoin
CFC,PoS,PoS,148716816.0,39999898.0,-0.3658242565123948,1.5085770638063662,0.02786837931378853,0,CoffeeCoin
ROYAL,X13,PoS,2500124.0,2500124.0,-0.2424854219966026,1.5619939945356924,-0.3023360728628198,0,RoyalCoin
GNJ,X14,PoW/PoS,100000000.0,100000000.0,-0.3988884330191031,2.0344839091595435,-0.61675449229647,0,GanjaCoin V2
TEAM,PoS,PoS,17818682.1654,301000000.0,-0.36557460262398966,1.5083957636837702,0.027899144417901783,0,TeamUP
LANA,SHA-256D,PoW/PoS,1082162635.53683,7506000000.0,-0.27581632031930703,1.9308997135525174,-0.7337696106060664,0,LanaCoin
ELE,Ethash,PoW,26205539.0,26205539.0,-0.1542087386049791,-2.0556068031225703,0.39631365345871,3,Elementrem
ZCL,Equihash,PoW,5613550.0,21000000.0,-0.134701561514923,-1.9108887345291934,0.46101832219212063,3,ZClassic
ARK,DPoS,DPoS,108202084.0,125000000.0,3.7368371531526634,1.9006565319695248,-0.36287874545529475,0,ARK
INSANE,X11,PoW/PoS,18342813.0,30000000.0,-0.39559852027886894,1.223385277589614,-0.4786142717029136,0,InsaneCoin
KLC,Scrypt,PoW,196297971.0,10000000000.0,-0.08532044408504377,-1.087488521572749,0.0053483492735882585,3,KiloCoin
